createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,current_token,current_Eth,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2020-10-09,0x52d52c755d085cf74f9b5bb777df6f359bc73f79,NinjaBoom.Finance,NIB,Wrapped Ether,WETH,0x734cc8e3c65183b5add3b6c685abade27e074849,NinjaBoom.Finance,NIB,10,0x199654b9aabb06821a5390491ad525b9f8096e0c,10,1.71e-14,5.9e-17,100,32000,1602380590,2020-10-11 01:43:10,1,8,1,0,8100,125042,8,0,125042,burn,1602380590,2020-10-11 01:43:10,104.787203212737805857,5.9E-17,-0.9999999999999999994369541491,34.73388888888889h,True
2020-10-09,0x2805831a5041419f7a378c987a2cad72ed91a41e,plutus.it,PLU,Wrapped Ether,WETH,0x6618dd109ee9dc93026ab36ab6ab7b4fbde0411b,plutus.it,PLU,17,0xfa23c6fcec2dbfd29658a55fc94f50fd9544eb52,17,1.71e-14,5.9e-17,90,50000,1602344935,2020-10-10 15:48:55,1,15,1,0,29487,101718,13,2,101718,burn,1602344935,2020-10-10 15:48:55,124.467016199730608846,5.9E-17,-0.9999999999999999995259788352,28.255h,True
2020-10-09,0xdc286e14cc361823cb7be371276c8d39247fd35f,Syield.finance,SYLD,Wrapped Ether,WETH,0x5551ea2da9092828e1787c0cd4358a002e14c795,Syield.finance,SYLD,26,0x0774590e4d723eed8cfdcba9da7589c057d0474d,26,1.68e-14,6e-17,100,30000,1602247290,2020-10-09 12:41:30,1,24,1,0,800,1521,17,7,1521,burn,1602247290,2020-10-09 12:41:30,103.377968391172074301,6.0E-17,-0.9999999999999999994196055414,0.4225h,True
2020-10-09,0x3f751949b9ccd83fcf57e3c654d1b716714efb51,BestCore.finance,BCORE,Wrapped Ether,WETH,0xbfb9b7bd640bf29c1fcd5d3535072ebbe2cdd5ab,BestCore.finance,BCORE,6,0x6838d55176e43079c7f1d8e027890670025d67c9,6,1.58e-14,6.4e-17,20,5000,1602284281,2020-10-09 22:58:01,1,4,1,0,76,744,2,2,744,burn,1602284281,2020-10-09 22:58:01,20.032079039651576688,6.4E-17,-0.9999999999999999968051244270,0.20666666666666667h,True
2020-10-09,0x6d33fda4d543beee50df5008dc4ed0bc424b5af6,True.Finance,TRUF,Wrapped Ether,WETH,0x2011e54254c3a3bc771427c4771d1f193ca2a246,True.Finance,TRUF,14,0x1465e94389b061868ed7934c8fb8c1c5ac01f549,14,1.62e-14,6.5e-17,0.45,100,1605057748,2020-11-11 01:22:28,5,5,4,1289235,603866,1601862,2,3,2775219,burn,1602306638,2020-10-10 05:10:38,0.451866989748678852,6.8E-17,-0.9999999999999998495132383142,6.696944444444444h,True
2020-10-09,0x65ed27cd9707a88e89380408d80e14b7a379ee54,Weed Money Finance,BONG,Wrapped Ether,WETH,0x3cc9ad6163a7e89c93a5a37c5bcd4dea09ca23b3,Weed Money Finance,BONG,7,0x7e9056dc97901b644b3a29c4fd8aaa788d83348b,7,1.52e-14,6.6e-17,65,15000,1602253361,2020-10-09 14:22:41,1,5,1,0,1243,36170,2,3,36170,burn,1602253361,2020-10-09 14:22:41,65.006489891389165428,6.6E-17,-0.9999999999999999989847167550,10.047222222222222h,True
2020-10-09,0x63225234e40e332898e1c22f3c693668e85c24d6,DARK,DARK,Wrapped Ether,WETH,0x6bcc20bf76b0f50724d475ae6a6914f5b2fdceee,DARK,DARK,73,0x2376213a11872841980d03bae6e929cbe8ea77c7,73,1.41e-14,7.1e-17,100,60000,1602256936,2020-10-09 15:22:16,1,71,1,0,7131,42238,65,6,42238,burn,1602256936,2020-10-09 15:22:16,173.557072269901375957,7.1E-17,-0.9999999999999999995909126660,11.732777777777779h,True
2020-10-09,0xb415dbd3a4c498277a0ebb8b21ff8f56ae67c30c,FilmFestivalCoin,FFC,Wrapped Ether,WETH,0x206f898a68f12c84da2cbe9fe8270d81f40a1913,FilmFestivalCoin,FFC,25,0xa05dc9a7cb0c222bfa329646eacaf5061962f057,25,1.35e-14,7.5e-17,10,5000,1602222807,2020-10-09 05:53:27,1,23,1,0,934,2170,15,8,2170,burn,1602222807,2020-10-09 05:53:27,16.632867890952378027,7.5E-17,-0.9999999999999999954908557868,0.6027777777777777h,True
2020-10-09,0xfce2321186a059e1b1c609324fb2952086541562,DiFy.Finance,DIFY,Wrapped Ether,WETH,0x65dce6dec2ddab612859564d6fcce372b5123594,DiFy.Finance,DIFY,18,0x7e97a4a85ba7874b59682b1e56f2d8fbba025269,18,1.29e-14,7.8e-17,125,25500,1602327500,2020-10-10 10:58:20,1,16,1,0,17176,69515,14,2,69515,burn,1602327500,2020-10-10 10:58:20,138.777841289714916937,7.8E-17,-0.9999999999999999994379506175,19.309722222222224h,True
2020-10-09,0x34e3b075f6ba50459843117430da0ca240ceff60,hehe,Hehe,Wrapped Ether,WETH,0x1e7af92ddc921f3ab4463ba64f4eef9f4c81a5af,hehe,Hehe,4,0xa62d0fbf8b07f71f10af5fac9bf377376c71a024,4,1e-14,1.01e-16,0.05,5,1602264783,2020-10-09 17:33:03,1,2,1,0,281,572,1,1,572,burn,1602264783,2020-10-09 17:33:03,0.050005874219459781,1.01E-16,-0.9999999999999979802372905882,0.15888888888888889h,True
2020-10-09,0x2a63aec960d1993f9382258158cded5067e2978a,Yearn Deep Core Finance,YDCF,Wrapped Ether,WETH,0x18a8c982c3192a2f3ca3363460a55afe79528695,Yearn Deep Core Finance,YDCF,8,0xc2f2decaa8e798b1ae822db1e309cff3083de5ce,8,1e-14,1.01e-16,8,800,1602242495,2020-10-09 11:21:35,2,5,1,631,538,7581,2,3,7581,burn,1602242495,2020-10-09 11:21:35,9.010121312557105823,1.01E-16,-0.9999999999999999887903840030,2.1058333333333334h,True
2020-10-09,0xe89b7b69ce6b803b04ab6b00ddec75bbec8191af,Power candy,POC,Wrapped Ether,WETH,0x5df835a0e843bc34038e52a263a5057f26c229b6,Power candy,POC,27,0xa05dc9a7cb0c222bfa329646eacaf5061962f057,27,9.84e-15,1.02e-16,20,4000,1602216088,2020-10-09 04:01:28,1,25,1,0,965,2261,16,9,2261,burn,1602216088,2020-10-09 04:01:28,28.799037281205844986,1.02E-16,-0.9999999999999999964582149395,0.6280555555555556h,True
2020-10-09,0x31770c9714899d97d909bc649002f4f76c943003,Doge Swap,DOGES,Wrapped Ether,WETH,0x0076d46eeabc1f9cec363c79b1f8424f0e7c453c,Doge Swap,DOGES,29,0x0331b32ed21b4e3dfa8a6b48818e628cf1a2263a,29,9.65e-15,1.04e-16,100,15000,1602424668,2020-10-11 13:57:48,1,27,1,0,47079,184964,24,3,184964,burn,1602424668,2020-10-11 13:57:48,127.066051755533353419,1.04E-16,-0.9999999999999999991815280434,51.37888888888889h,True
2020-10-09,0xf9b5b908f1587c64cbdddc254dc015b891b149f2,GirlFriend,GFR,Wrapped Ether,WETH,0xa21bf364f9537d391d65a5b4d8329425ac96fa50,GirlFriend,GFR,16,0x7f2c3742db56af691ab29af37df07506181a48ad,16,9.24e-15,1.09e-16,85,9500,1602329357,2020-10-10 11:29:17,1,14,1,0,4650,111098,12,2,111098,burn,1602329357,2020-10-10 11:29:17,97.315915874311656183,1.09E-16,-0.9999999999999999988799365549,30.860555555555557h,True
2020-10-09,0xa0a14c4ede72ed64056221a250041a2b5076c50a,FameCore.Finance,FCORE,Wrapped Ether,WETH,0x31f69c22e959135bbc81e5876c49567614c52257,FameCore.Finance,FCORE,25,0x1938957b529db1fc4b9c398adf35bbf4994fa2b6,25,8.1e-15,1.24e-16,100,7500,1602289611,2020-10-10 00:26:51,1,23,1,0,3608,23194,19,4,23194,burn,1602289611,2020-10-10 00:26:51,106.959654240492931188,1.24E-16,-0.9999999999999999988406843601,6.442777777777778h,True
2020-10-09,0x7bc56e0a53e7c712ab94229ee3d0bcdd04fc3e8c,Wrapped Ether,WETH,ZetaCoreFinance,ZCORE,0xce633de98626296f6cd9d5c4577921551af0d6d8,ZetaCoreFinance,ZCORE,15,0xae5831ef2a46f33fb1eefd456d405b281c9da951,15,7.6e-15,1.32e-16,8,500,1602232543,2020-10-09 08:35:43,1,13,1,0,799,4798,7,6,4798,burn,1602232543,2020-10-09 08:35:43,8.341523308016087823,1.32E-16,-0.9999999999999999841755522192,1.3327777777777778h,True
2020-10-09,0x7bc5f219ba6e57d66e0787b281991f7c09d77b57,Wrapped Ether,WETH,UNIFarm,UNIF,0xd971cd41d9d85a0e84014846c59957385ff61f07,UNIFarm,UNIF,8,0xd9ea086155984bd8951e2b05f957a7b799928363,8,6.82e-15,1.47e-16,16,800,1602253796,2020-10-09 14:29:56,1,6,1,0,485,1342,4,2,1342,burn,1602253796,2020-10-09 14:29:56,16.590406013346430090,1.47E-16,-0.9999999999999999911394573537,0.37277777777777776h,True
2020-10-09,0xfd58f8603ce924e9e531bfe1fcf436450ade65f5,Mega Finance,MEGA,Wrapped Ether,WETH,0x8ecc77cf8392259c4f8bc0a9f1b5e3bdef618fcc,Mega Finance,MEGA,5,0x1df638ff97a1ce7ea5d439560f2bd3dea7be04aa,5,6.77e-15,1.48e-16,90,4500,1602329692,2020-10-10 11:34:52,1,3,1,0,214,76090,3,0,76090,burn,1602329692,2020-10-10 11:34:52,94.0,1.48E-16,-0.9999999999999999984255319149,21.136111111111113h,True
2020-10-09,0x46414e2c522683816733b7bcde22e54995a931a3,Wrapped Ether,WETH,Oxygen,O2,0xff18e54fb43029243478f8cc8fef0d904b9a0b16,Oxygen,O2,5,0x02d5725983a545e333f032221164f57a9941e975,5,6.58e-15,1.52e-16,3,150,1602311516,2020-10-10 06:31:56,1,3,1,0,799,32431,3,0,32431,burn,1602311516,2020-10-10 06:31:56,3.224183049672783804,1.52E-16,-0.9999999999999999528562747033,9.008611111111112h,True
2020-10-09,0x4d1939caa4f90a4b92c60e58615b02c5a009f109,BicycleFinance,BCYFI,Wrapped Ether,WETH,0xa7779dde760f4d742043bac52534e484a2ff86c1,BicycleFinance,BCYFI,4,0x2b4cbd7f3da95d142847d26fc5377e13786c2b1e,4,6.55e-15,1.53e-16,7,300,1602256146,2020-10-09 15:09:06,1,2,1,0,275,1119,1,1,1119,burn,1602256146,2020-10-09 15:09:06,7.005246053638418471,1.53E-16,-0.9999999999999999781592254107,0.31083333333333335h,True
2020-10-09,0x57a7682b4f1e8fe1d5f64c0264ceef51d7764224,Wrapped Ether,WETH,DokiDoki.Finance,DOKI,0xeeaccb6bfd41de50f4f6c5e7c6aab4a0fe91b824,DokiDoki.Finance,DOKI,5,0x45d72615513c07855f7f20f6e05616e9cb9b94dc,5,5.17e-15,1.94e-16,100,3200,1602292679,2020-10-10 01:17:59,1,3,1,0,336,37821,3,0,37821,burn,1602292679,2020-10-10 01:17:59,109.5,1.94E-16,-0.9999999999999999982283105023,10.505833333333333h,True
2020-10-09,0x7a4aa3bd5b48c13393aa0a95bc22bfc609bd2e32,yToken,YTKN,Wrapped Ether,WETH,0x87645cdd68c161abae40a457111b5898b7d14ff6,yToken,YTKN,7,0x606a227e478067c489fa1f550f125dfce84a343b,7,5e-15,2.0099999999999999e-16,2,50,1602332967,2020-10-10 12:29:27,2,4,1,23202,1465,67448,2,2,67448,burn,1602332967,2020-10-10 12:29:27,2.330836285535465641,2.01E-16,-0.9999999999999999137648571685,18.735555555555557h,True
2020-10-09,0xcb3c820879762980ec37d7d462a59562c5fcf521,Wrapped Ether,WETH,Vulpix Token,VPX,0xe437e686306a08cb9f1570165d29001783e57cf4,Vulpix Token,VPX,7,0x2376213a11872841980d03bae6e929cbe8ea77c7,7,4.76e-15,2.1099999999999998e-16,150,4500,1602285041,2020-10-09 23:10:41,1,5,1,0,841,27079,5,0,27079,burn,1602285041,2020-10-09 23:10:41,172.77,2.11E-16,-0.9999999999999999987787231580,7.521944444444444h,True
2020-10-09,0x8b56cd3daacdda0bb2359f90a0a17b02f9dcf15e,Wrapped Ether,WETH,YYII.Finance,YYII,0xeb5e669dee1516b6225b9c99c161232fd46778e1,YYII.Finance,YYII,32,0x9171c3a237d60be862aaec480d5213b17ba4afa0,32,4.6e-15,2.18e-16,420,13000,1602271014,2020-10-09 19:16:54,1,30,1,0,3492,11323,29,1,11323,burn,1602271014,2020-10-09 19:16:54,507.826340202803278035,2.18E-16,-0.9999999999999999995707193922,3.145277777777778h,True
2020-10-09,0x1e39a92d5f070034c37800ecbd87fec0a2a6f6c1,yii.finance,YII,Wrapped Ether,WETH,0x73924a7c230573c91101eda96032994322c87991,yii.finance,YII,9,0x18b741d64c1f33d51f459cb567a37c9e11bde09d,9,4.08e-15,2.46e-16,600,10000,1602258913,2020-10-09 15:55:13,1,7,1,0,944,6104,6,1,6104,burn,1602258913,2020-10-09 15:55:13,600.87159920503213780,2.46E-16,-0.9999999999999999995905947288,1.6955555555555555h,True
2020-10-09,0x91aa1a5a769ee3f5f1683058cd138c03a2c77213,BP,BP,Wrapped Ether,WETH,0x3e76c638f1f0c7e465e9e2d0b8dc33395fdec61f,BP,BP,42,0xfb99a5479335038656421b07a5584af973e39b85,42,3.77e-15,2.6600000000000003e-16,200,5000,1602250795,2020-10-09 13:39:55,2,39,1,9,5168,40208,33,6,40208,burn,1602250795,2020-10-09 13:39:55,273.072415452845230992,2.66E-16,-0.9999999999999999990258994137,11.168888888888889h,True
2020-10-09,0x8e54efd50febb840d6d9cbb1e0fc82fa5adeb675,YII.Finance,YII,Wrapped Ether,WETH,0x9c9bf182cd3a4a39fc986655aab3ec7e65bfc927,YII.Finance,YII,39,0xff4bc2b0a52c14181bde1935e08a551f39d5008d,39,3.5899999999999996e-15,2.79e-16,600,10000,1602249123,2020-10-09 13:12:03,1,37,1,0,8473,18519,36,1,18519,burn,1602249123,2020-10-09 13:12:03,683.271259230886808492,2.79E-16,-0.9999999999999999995916702243,5.144166666666667h,True
2020-10-09,0x214cb3e9e51644fc0f0edc629870e4df5f34a0e4,Wrapped Ether,WETH,BLUE-ORB,BLORB,0xfadb4b356d648043ec3aa84d663a23fa03683733,BLUE-ORB,BLORB,8,0x24733015ea1b958db5b65a8e3c8933d794c99592,8,3.1899999999999998e-15,3.14e-16,12.5,150,1602240445,2020-10-09 10:47:25,1,6,1,0,353,2227,4,2,2227,burn,1602240445,2020-10-09 10:47:25,13.587900466906158243,3.14E-16,-0.9999999999999999768912054688,0.6186111111111111h,True
2020-10-09,0x4fef3cac510ddcc190f110feed9ef9a90b6eb9ea,osho.finance,LOVE,Wrapped Ether,WETH,0x0210e38a37177fb3c99e444642382c5a41668947,osho.finance,LOVE,24,0xdcb274a33b4f4f82a1ad4f5b597cb5fef61b954e,24,3.03e-15,3.31e-16,80,984,1602258346,2020-10-09 15:45:46,1,22,1,0,10893,48057,18,4,48057,burn,1602258346,2020-10-09 15:45:46,92.644145475135896602,3.31E-16,-0.9999999999999999964271892379,13.349166666666667h,True
2020-10-09,0x2d7dc9e3ea1e282eb07fbf6b094882a1bb9a64f9,Filecoin,FIL,Wrapped Ether,WETH,0x4182e9a619ebdbb2857cc080eb741b5468712e56,Filecoin,FIL,135,0xdf69385b2dd49cd4e0ba5e00b495343366333b71,135,2.96e-15,3.4e-16,25,20000,1602503065,2020-10-12 11:44:25,1,133,1,0,162491,277874,133,0,277874,burn,1602503065,2020-10-12 11:44:25,240.194814007853429254,3.40E-16,-0.9999999999999999985844823444,77.18722222222222h,True
2020-10-09,0x50099ed822dd50508a45b69d24a716da6fcf7cfb,Decore.Finance,DCORE,Wrapped Ether,WETH,0xa6053cda8d7d5687fe429d70621d7c6713322811,Decore.Finance,DCORE,12,0x083cdb896fef79b2034579bf8f7bf2b2e723a736,12,2.74e-15,3.65e-16,10,150,1602217853,2020-10-09 04:30:53,2,8,2,235,874,2589,7,1,4778,burn,1602217853,2020-10-09 04:30:53,102.684179067769041856,3.65E-16,-0.9999999999999999964454115199,1.3272222222222223h,True
2020-10-09,0x550334c8ae2c04ae6abdbf1d82fb82ffb1ea2264,GriffinToken,GFIN,Wrapped Ether,WETH,0x21e19121e1360e09aa1f810280c97a87b85d1069,GriffinToken,GFIN,5,0x420a7e31d1177f4f7e0ae9d5e45101d5785f4d21,5,2.65e-15,3.7999999999999996e-16,0.00143,1,1624628620,2021-06-25 13:43:40,2,1,2,205194,317659,11550534,1,0,22412021,burn,1624628620,2021-06-25 13:43:40,0.129048535606820843,3.80E-16,-0.9999999999999970553714676952,6225.561388888889h,True
2020-10-09,0x7f1ec8cb42abd93c375b47d07158b229b7e14bd2,Marathon.Finance,MTON,Wrapped Ether,WETH,0xbbcde8a336a5bb32911d9bd9037453f03360c58b,Marathon.Finance,MTON,56,0xfb99a5479335038656421b07a5584af973e39b85,56,2.45e-15,4.0999999999999996e-16,300,7000,1602293732,2020-10-10 01:35:32,1,50,5,0,6194,14728,39,11,34239,burn,1602293732,2020-10-10 01:35:32,335.561170115455172904,4.10E-16,-0.9999999999999999987781661392,9.510833333333334h,True
2020-10-09,0x5a3a0b518d8aca5857fa56cb899bd558c9377839,SHAKA,SHAKA,Wrapped Ether,WETH,0x8a04ce6461749a6bc57cd4468f1e6dc5e60afdca,SHAKA,SHAKA,30,0x2376213a11872841980d03bae6e929cbe8ea77c7,30,2.28e-15,4.41e-16,80,800,1602317419,2020-10-10 08:10:19,1,28,1,0,3383,32170,27,1,32170,burn,1602317419,2020-10-10 08:10:19,111.338498325924866448,4.41E-16,-0.9999999999999999960391059101,8.936111111111112h,True
2020-10-09,0x44421bd88334f2b4460b782843c0234a7135c8c1,Wrapped Ether,WETH,DokiDoki,DOKI,0xf8d068099c667d5af852aededb1710a2a5b47e15,DokiDoki,DOKI,5,0x316653863bd817b6e68519d5778482b47ad0c8f6,5,1.29e-15,7.78e-16,300,500,1602249438,2020-10-09 13:17:18,1,3,1,0,397,1025,2,1,1025,burn,1602249438,2020-10-09 13:17:18,300.999376286856737239,7.78E-16,-0.9999999999999999974152770361,0.2847222222222222h,True
2020-10-09,0xeaed0c4d8f1e6bccd0903bbf678d75fbaa0247b9,DokiDokiFinance,DOKI,Wrapped Ether,WETH,0x3097ad246af19c229372b30b8bc095112ca19590,DokiDokiFinance,DOKI,5,0x1938957b529db1fc4b9c398adf35bbf4994fa2b6,5,1.21e-15,8.25e-16,100,150,1602257817,2020-10-09 15:36:57,1,3,1,0,350,3251,2,1,3251,burn,1602257817,2020-10-09 15:36:57,100.947068184071709671,8.25E-16,-0.9999999999999999918274000935,0.9030555555555555h,True
2020-10-09,0xbaf7161e274eddcc6cea67e6f28b434d003f012c,Wrapped Ether,WETH,dokidoki.finance,DOKI,0xcc8f8ec61ccae016095fe0f1ffc063c19a339f17,dokidoki.finance,DOKI,9,0x3bcfa9357ab84baec04313650d0eebb3fd51070d,9,1.2e-15,8.380000000000001e-16,20,33.334,1602335802,2020-10-10 13:16:42,1,7,1,0,11948,82195,5,2,82195,burn,1602335802,2020-10-10 13:16:42,21.632319443947903132,8.38E-16,-0.9999999999999999612616667311,22.831944444444446h,True
2020-10-09,0x95266c8be17b12ca572efc7e65668a14528ae9e4,Xfinances,XFIS,Wrapped Ether,WETH,0x3b98ba8446f39a44bec6e3053e4765ce75f8058e,Xfinances,XFIS,7,0x1bf3bd8e8afe80d786caa69f98385e0aa7e312ff,7,9.99e-16,1e-15,1,1,1602223912,2020-10-09 06:11:52,3,1,3,412,1404,767,1,0,1665,burn,1602222300,2020-10-09 05:45:00,1,1E-15,-0.999999999999999,0.014722222222222222h,True
2020-10-09,0x9f1cc58408365159f55998b2e9619fa4eaa225cf,Spartans,SPR,Wrapped Ether,WETH,0x421a464ee7f0987d1b008280967a57bfa5921ea1,Spartans,SPR,11,0x85c9124e8bcfbcf410d1856e7717382e7fd4861d,11,9.15e-16,1.09e-15,150,150,1602292178,2020-10-10 01:09:38,1,9,1,0,17758,60823,8,1,60823,burn,1602292178,2020-10-10 01:09:38,164.049353378338201912,1.094E-15,-0.9999999999999999933312751470,16.89527777777778h,True
2020-10-09,0x0552b4e15588fe59eabcd1a1c5efc7a5fa833887,Wrapped Ether,WETH,MOON BOY TOKEN,MBT,0xea6cd6e66e90dd24a4a202b525409fd6ac590872,MOON BOY TOKEN,MBT,6,0xedef13d3e006437f1c27e0c0674c9dd1db5dbb12,6,8.78e-16,1.14e-15,65,50,1602349310,2020-10-10 17:01:50,1,4,1,0,368,84993,2,2,84993,burn,1602349310,2020-10-10 17:01:50,65.017358426034569889,1.141E-15,-0.9999999999999999824508403968,23.609166666666667h,True
2020-10-09,0x130715ffe5bd44e1b1e73239b9c034b2a97b60ba,PiNetwork,PI,Wrapped Ether,WETH,0x93ff750e49a62feae19ae1ed56388c9972d1c279,PiNetwork,PI,27,0xeaffdcbbd6b90bc0af84e51ebbe9d92671ddca85,27,8.550000000000001e-16,1.19e-15,0.000001,1,1605167888,2020-11-12 07:58:08,5,19,3,27110,120701,1780032,17,2,2921483,burn,1603446863,2020-10-23 09:54:23,0.570577129663973306,0.049389669818842683,-0.9134391000776188557880288814,333.4605555555556h,True
2020-10-09,0xc42e0d45b7e5dc999b03ed1e93166053fa9db01e,Wrapped Ether,WETH,YFE XTRA,YFEX,0xf40898caaf190592be2df74ebb05e56a2c79ce94,YFE XTRA,YFEX,18,0x94245e66fdaf0a5685aa7069a528c5e3ca9811d5,18,6.49e-16,1.55e-15,10,5,1604565719,2020-11-05 08:41:59,1,16,1,0,125897,2328171,9,7,2328171,burn,1604565719,2020-11-05 08:41:59,10.932001564378055105,1.547E-15,-0.9999999999999998584888603528,646.7141666666666h,True
2020-10-09,0xa7c6a65a36e1a31e95824e3ad9f00555f387633d,YCoreFinance,YCORE,Wrapped Ether,WETH,0x3339c51b5d224a50db035630e59454b0f35d094b,YCoreFinance,YCORE,75,0x8440678fde4b57a1fae48fb5f00ea85a78b7437b,75,0.378049211,1.79e-15,10,5000,1604181633,2020-10-31 22:00:33,1,73,1,0,28537,9439,42,31,1940628,burn,1602250444,2020-10-09 13:34:04,6.814571078770784478,3.1E-17,-0.9999999999999999954509242560,2.6219444444444444h,True
2020-10-09,0xdf2963c24d47a1fda77d58497b012579580db559,Xfinances,XFIS,Wrapped Ether,WETH,0xac51e84ccf9ff013f54cc53bbed80250e558d1aa,Xfinances,XFIS,18,0x1bf3bd8e8afe80d786caa69f98385e0aa7e312ff,18,2.49e-16,4.05e-15,100,25,1602249162,2020-10-09 13:12:42,2,14,2,1046,2902,13431,14,0,25008,burn,1602226009,2020-10-09 06:46:49,172.474907778589666859,3.450E-15,-0.9999999999999999799970903337,0.5152777777777777h,True
2020-10-09,0x21bc28f78acded16ba48f1aca7046d63cef1bd18,Wrapped Martkist,WMARTK,Wrapped Ether,WETH,0x1a98901aa293c0174e408f821696c4cab80df971,Wrapped Martkist,WMARTK,144,0x366a403dba1b60a2886820ad21adf84fb8d4b7da,144,2e-08,7.45e-13,11,77000,1603977125,2020-10-29 13:12:05,5,133,6,31437,148203,902314,66,67,1746843,burn,1603977125,2020-10-29 13:12:05,7.054234757380522246,7.44849E-13,-0.9999999999998944110841759698,485.2341666666667h,True
2020-10-09,0xd7c80997a3da7f7b6b751b85ec2d511474d37390,Wrapped Ether,WETH,Rollerdance,RDANCE,0xc5e51f32d0c8bbef06882045db98ff8bc7fafc49,Rollerdance,RDANCE,19,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3,19,0.0001,3.2e-11,3.1,300000,1606471673,2020-11-27 10:07:53,1,16,2,0,489094,3160872,7,9,4235086,burn,1606471673,2020-11-27 10:07:53,2.129553936680620304,3.2003545E-11,-0.9999999999849717142877890257,1176.4127777777778h,True
2020-10-09,0xd2d65b822462e453dc6e5b6251b38d2dbccdc2eb,the charity token,ECI,Wrapped Ether,WETH,0x9f43e498ad8f7a06b9384162af5d11e45f2d543c,the charity token,ECI,6,0xfadfcb2b3bdc83e3e30bfc7ec4a0669bbd9a2d52,6,0.001,1.0300000000000002e-09,1,1000,1605204411,2020-11-12 18:06:51,2,3,1,88843,59269,2925946,2,1,2925946,burn,1605204411,2020-11-12 18:06:51,1.062642028695333205,1.025206247E-9,-0.9999999990352289676903663121,812.7627777777777h,True
2020-10-09,0xc14626f379e911274848170f6966870ccbac2952,GU:S1: Raffle Ticket,GU:S1:RT,Wrapped Ether,WETH,0x606830d51ff935b4b0f8ffe965d419934c57b2f0,GU:S1: Raffle Ticket,GU:S1:RT,129,0x6b32a7add2673a3bc84bd7c5f3bccfb3e96fd611,121,1.0,2.39e-09,0.5,5000,1625968677,2021-07-11 01:57:57,14,96,11,162112,3520346,2688493,45,51,23755031,burn,1625968677,2021-07-11 01:57:57,0.047868951580007716,2.393447460E-9,-0.9999999500000024859618160031,6598.619722222223h,True
