createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2021-03-18,0xfb94a278f6f7f715982667253854cac3f58acd5c,1 Trait Danger Token,OTD,Wrapped Ether,WETH,0x008f1d94ad209a5cc9439ba515f619f1d015412e,1 Trait Danger Token,OTD,27,0x53b3518c4b5f2e35a6842e7254ab1e34f7bcc281,27,10000.0,0.01,0.4,8.95e-10,1618713892,2021-04-18 2:44,1,25,1,0,6780,2682362,17,8,2682362,burn,1618713892,2021-04-18 2:44,0.565863461,8.95e-10,-0.999999998,745.1005555555555h,fix
2021-03-18,0xc8d0eb27ecde5d7e805efdb8e7cf92f3239f2039,Oddz Finance,ODDZ,Wrapped Ether,WETH,0x42a8abcbb4cd7919e6dae1ca570a0269783151aa,Oddz Finance,ODDZ,29,0xf4687c6549769b0f1c0139c0316bb20263759438,29,2400000.0,8.2e-14,240.0,1.3e-17,1616120968,2021-03-19 2:29,1,27,1,0,764,79054,27,0,79054,burn,1616120968,2021-03-19 2:29,292.8874147,1.3e-17,-1.0,21.959444444444443h,fix
2021-03-18,0x5e0453a08550d10effffabdc370ae9ae3d7edd7e,Salmonella,SLM,Wrapped Ether,WETH,0x610b8b78da143fc1e38b36c4ea0f68f86cc3b4f4,Salmonella,SLM,30,0x7ab685a614d0aac012e85f778fcc36913f3b2271,30,1000000.0,10046.09225,5.0,0.01,1618024261,2021-04-10 3:11,1,29,0,0,212865,0,22,7,1984260,swap,1616085167,2021-03-18 16:32,5.0,0.0001,-0.99998,12.546111111111111h,fix
2021-03-18,0xf82613006dae6bd2dc4aa22a8b26d1115bc7dc9b,Convergence Finance,CONV,Wrapped Ether,WETH,0x2c04f04205eb44893581bd32c5abe21647829808,Convergence Finance,CONV,31,0x8b382539b6b006c264cd25ec6e950b6d178a4cce,31,2032800.0,6e-08,5.6,1.81e-13,1616715279,2021-03-25 23:34,1,29,1,0,105290,652682,16,13,652682,burn,1616715279,2021-03-25 23:34,6.113801645,1.81e-13,-1.0,181.30055555555555h,fix
2021-03-18,0xe08a876c165e87b0dcd4451ed304cd562c92f253,OddzToken,ODDZ,Wrapped Ether,WETH,0x729d60ac757584ac33863fa2f98dc6b8755cdf36,OddzToken,ODDZ,32,0x287b499651f8f0c345c5980e94c68bfa68411d84,32,600000.0,6.05e-14,100.0,1.8e-17,1616776254,2021-03-26 16:30,2,27,3,338516,1929,235287,22,5,699908,burn,1616080335,2021-03-18 15:12,64.05326542,1.7e-17,-1.0,1.1080555555555556h,fix
2021-03-18,0x3ffd338a17e71ca4f374c121419a799d1dfd67e4,Wrapped Ether,WETH,Tidal Finance,TIDAL,0xc61cdaa8a989521205ef0d9b332b00aaf571a7ab,Tidal Finance,TIDAL,32,0x7a2ee77ae0f3bd48569e80197b9f540cb849eb81,32,48000000.0,4.02e-13,200.0,3e-18,1616558078,2021-03-24 3:54,1,30,1,0,51604,512038,30,0,512038,burn,1616558078,2021-03-24 3:54,243.8446865,3e-18,-1.0,142.23277777777778h,fix
2021-03-18,0xf57ad88a2d466b650ebe946cdfed2ccb9f473db3,Oddz Finance,ODDZ,Wrapped Ether,WETH,0x219cf0e090a9caf0b07a5f1bd3c37e1b6afc3eec,Oddz Finance,ODDZ,33,0xec2e28f1ab0d7ff9d17517662105f933779b93ab,33,120000000.0,1.93e-11,27.5,8e-18,1617250200,2021-04-01 4:10,4,25,4,689516,644819,691692,17,8,1174248,burn,1616082491,2021-03-18 15:48,28.20457477,5e-18,-1.0,1.8163888888888888h,fix
2021-03-18,0x6b476306ec485ce5b3aeb47ebabdf55e7f7b34b2,Shyft Network,SHFT,Wrapped Ether,WETH,0xba007ce10ec81bfdea5f095e83a05dacd5599bc1,Shyft Network,SHFT,34,0x815eca83eeb4a53245d4bdde0fd0deed2ab6b3d4,34,2400000.0,8.15e-14,240.0,1.3e-17,1616717361,2021-03-26 0:09,1,32,1,0,65186,675082,32,0,675082,burn,1616717361,2021-03-26 0:09,294.6706758,1.3e-17,-1.0,187.52277777777778h,fix
2021-03-18,0xae101905d7ad4858be345094fc44b8aa253fe5fa,STR,STR,Wrapped Ether,WETH,0x8f96e2f5990fac9af9e286079ce2ab533a4321fe,STR,STR,41,0x175fde7f43b4783c06ef5ff2fd33c935da43b8ce,41,8970000.0,2.01e-13,138.0,5e-18,1616125193,2021-03-19 3:39,1,39,1,0,2006,77568,30,9,77568,burn,1616125193,2021-03-19 3:39,175.4406275,5e-18,-1.0,21.546666666666667h,fix
2021-03-18,0x7ddc3c4d235c5221406f2eb82dc67352410dab4f,Cultura,CLA,Wrapped Ether,WETH,0xa3b570b9da816f3f29fd99de8c6e2720becb0466,Cultura,CLA,42,0xef74003f0db34220c490e195597518f071708a7d,42,10000000000.0,498354976.8,0.10444354,0.0101,1616357861,2021-03-21 20:17,1,38,3,0,11253,1765,29,9,248816,burn,1616109954,2021-03-18 23:25,0.474079846,0.090075171,-0.81,0.2525h,TRUE
2021-03-18,0x2ecf627654a10d8e92cf001ca28775abe2aeb907,Michelle Finance,MICHELLE,Wrapped Ether,WETH,0x2adb0d7c7696a0a7433b380f67990b23150e888f,Michelle Finance,MICHELLE,55,0x1b6439d6974a8c5ff2275400081bcd9878551dc3,55,600000000000.0,10155083322.0,3.0,2.6e-06,1616642889,2021-03-25 3:28,2,52,1,10050,14532,4091,35,17,573400,burn,1616073580,2021-03-18 13:19,5.124073219,1e-18,-1.0,1.136388888888889h,fix
2021-03-18,0xa01e1913c810cc36b99348bb653db4e2c909836b,GIW,GIW,Wrapped Ether,WETH,0x97a8e48adc27525dd9ccac3e3ad1ebf1b6d2d221,GIW,GIW,59,0x6e99e762f9ee66477a0997844b7d85ce0f588283,59,300000000000.0,2.02e-09,0.15,1e-18,1617335518,2021-04-02 3:51,1,57,1,0,69268,1255241,34,23,1255241,burn,1617335518,2021-04-02 3:51,0.107775177,1e-18,-1.0,348.67805555555555h,fix
2021-03-18,0xbbacb8da482cbf0e976717262c7dfdb59003cc25,Wrapped Ether,WETH,SIL Finance Token,SIL,0xe102700f1d6a95cb562016be59fc43e275d32912,SIL Finance Token,SIL,69,0xff72fd7bea8f50d6f0fdc11ec55fba22c6b0d9d8,69,0.01,0.222121413,1.0,0.0474,1629020773,2021-08-15 9:46,4,62,3,72733,433595,1332419,37,25,12917797,swap,1617935270,2021-04-09 2:27,0.243058689,0.010578576,-0.956477277,508.97055555555556h,TRUE
2021-03-18,0x6700cd0cc89ed352f5711530ff6dde27f3553ff6,Wrapped Ether,WETH,Lucky grass$LKGS,🍀,0xf1d35b2670f2cf953d66167b9d52caa5963597dd,Lucky grass$LKGS,🍀,75,0xdb73dde1867843fdca5244258f2fd4b6dc7b154e,75,500000000.0,0.0001,9.0,2.08e-12,1616075754,2021-03-18 13:55,1,73,1,0,2511,14516,48,25,14516,burn,1616075754,2021-03-18 13:55,13.96165565,2.08e-12,-1.0,4.032222222222222h,fix
2021-03-18,0xa04dd12acc815dd4ddaeb73256df5c2fd7735d10,RandomChain,RD,Wrapped Ether,WETH,0x970b7d2dcac70401ab43ec234513e41db96539c4,RandomChain,RD,81,0x86cd82f4addc93df9a1f432000b77b6a112e2b8e,81,120000.0,7.65e-13,3.0,2e-18,1617476190,2021-04-03 18:56,2,78,1,1201,124471,1415269,32,46,1415269,burn,1617476190,2021-04-03 18:56,4.553502099,2e-18,-1.0,393.1302777777778h,fix
2021-03-18,0x385de7c3116cd56745493f49b16e6f1abe13ec4b,WrappedStrax,WSTRAX,Wrapped Ether,WETH,0xa3c22370de5f9544f0c4de126b1e46ceadf0a51b,WrappedStrax,WSTRAX,135,0x90bacb306b4c9af2e2ceb6f4c12a5a13cba09631,135,93340.0,1502.692984,83.9,0.82,1634708743,2021-10-20 5:45,7,123,5,377819,3361724,4005867,72,51,18605634,burn,1620949739,2021-05-13 23:48,89.03586793,4.789968226,-0.946201814,1346.286111111111h,TRUE
2021-03-18,0x620f7fdc728ab713f7f63beb31ac7e3d4564e1a3,Cheetah,AFRICA,Wrapped Ether,WETH,0x77c98a72554dab5c8dc8f2d854522366967aadf2,Cheetah,AFRICA,141,0x972c68a0983dccb1573d9d0334eeb5770213dc28,141,750000000.0,1.31e-11,0.9,1e-18,1616056185,2021-03-18 8:29,1,139,1,0,3450,10110,84,55,10110,burn,1616056185,2021-03-18 8:29,2.069477924,1e-18,-1.0,2.808333333333333h,fix
2021-03-18,0x21141876f95e6cd419d9653d20bb333313ad0bef,KillerWhale,ORCA,Wrapped Ether,WETH,0x636d55b6d07eddf9f43a3419a27225addf256608,KillerWhale,ORCA,175,0x87253ac16c38eef90ceafc404197321d1af70413,175,8000000000.0,4.43e-11,1.0,1e-18,1616041400,2021-03-18 4:23,2,171,2,290,2191,4577,102,69,5061,burn,1616041400,2021-03-18 4:23,2.105591947,1e-18,-1.0,1.4058333333333333h,fix
2021-03-18,0x2bfd9cb654b14bab5289d830d5c87e8c760920b8,American Pit Bull Terrier,APBT,Wrapped Ether,WETH,0xa154a0b0c8ac9c9f0245af4f758407377ac01939,American Pit Bull Terrier,APBT,200,0xdb73dde1867843fdca5244258f2fd4b6dc7b154e,200,500000000000.0,1.01e-08,4.0,1e-18,1616427733,2021-03-22 15:42,4,194,2,30383,7450,183215,122,72,359182,burn,1616075800,2021-03-18 13:56,8.409154207,1e-18,-1.0,2.013611111111111h,fix
2021-03-18,0x681c1c67281a9d844fe87e4efd0de1320dd64409,MMAON,MMAON,Wrapped Ether,WETH,0x8315472bae77f9a2b856a67eb0796480aafcd51c,MMAON,MMAON,451,0x7b91085b168810f2f0f567ef128c46483e18bf8a,451,10000.0,183981.3969,0.550055,2.92,1635644228,2021-10-31 1:37,6,446,2,1473349,6673978,4111403,243,203,19580384,,0,1970-01-01 0:00,0.0,0.0,,0.0h,FALSE
2021-03-18,0xd7a7e2551426b2f95a9a756814a684cf2850ca2f,Swan Finance,SWAN,Wrapped Ether,WETH,0xadcc610f96c386d78f68b7f0a04e3a7c8ff94ff8,Swan Finance,SWAN,666,0xb3e276a62b2b0ce4c12d66dc1615e46ce2e9494a,666,10000000.0,92139261.11,8.0,1.67,1633242167,2021-10-03 6:22,3,663,0,60359,674056,0,342,321,17135561,,0,1970-01-01 0:00,0.0,0.0,,0.0h,FALSE
