createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,current_token,current_Eth,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2020-11-01,0x802a3b27b80defc2c3ec8dd700d6469ff596f51d,Wrapped Ether,WETH,test7,TEST7,0xdc8ce345532b047b39068390155099875461baee,test7,TEST7,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604191812,2020-11-01 00:50:12,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0xfaef3ad58800634bf613a8d4c219a70fa45f4571,test6,TEST6,Wrapped Ether,WETH,0x414d1c0eae9a390b9300f5a49d27ab24883dfcbc,test6,TEST6,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604191777,2020-11-01 00:49:37,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x0ac7c97b16450243e22203de3d837aac85e05594,test5,TEST5,Wrapped Ether,WETH,0x80430835820e53c5a194f3eccaf0bce058cba222,test5,TEST5,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604191620,2020-11-01 00:47:00,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x4c4bace6160531ab5ea3676f7dbed4c836f3c808,Wrapped Ether,WETH,test4,TEST4,0xec8e246e25ce6036b65e3bf2bdf42041f454f610,test4,TEST4,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604190876,2020-11-01 00:34:36,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x784e0ccb9fd11d01976e21a57e323b83031b6d94,test3,TEST3,Wrapped Ether,WETH,0x24fbad6d165417eb9a609eef99dbacbfa67d14c9,test3,TEST3,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604190755,2020-11-01 00:32:35,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0xa3318401ab78062955fb38d0048f5c6db2d92b77,test2,TEST2,Wrapped Ether,WETH,0x5f614c643c2b0591f278f23f20ef5f14449c3d7a,test2,TEST2,1,0xfc94503de0436b9b88ebcb9c4220845e997e0829,1,1.0,0.001,0.001,1,1604190491,2020-11-01 00:28:11,1,0,0,0,0,0,0,0,0,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x618a268ab68565b3c7f434c85d4c1dc2fc509940,t.me/sevenpump,AdsOnlyV2,Wrapped Ether,WETH,0x373153331a8db4956c9fdd4d8efc47e695a3bb61,t.me/sevenpump,AdsOnlyV2,2,0x5cb8ce34973c374b6fa0e53f031201773dd6c92f,2,7466532.0,0.001041811,0.001,7777777,1604359174,2020-11-02 23:19:34,1,1,0,0,116331,0,1,0,116331,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x42a4da436027a0da380ff2cf1f04ddcded8fd7a4,MIYA DEFI,MIYA,Wrapped Ether,WETH,0xa775dd154d411d9b97cbe645a19386a9c94ac7b7,MIYA DEFI,MIYA,31,0x9371da36a2eba02581cd09ddeac3cef41e6dad95,31,0.743935446,0.001217393,0.8,800,1619891371,2021-05-01 17:49:31,2,27,2,1103,7171,7849294,22,5,15682324,burn,1619891371,2021-05-01 17:49:31,0.405797670325998261,0.001217393010978036,-0.9969999999999998984296781032,4356.2011111111115h,True
2020-11-01,0x5e13894942ee61a41fe2879e78a4dd9c1b46d3dd,ar3s.io,ARES,Wrapped Ether,WETH,0x831f4e113b9f541f21bb50f7ba169fe9857319b4,ar3s.io,ARES,17,0xefda096902cb3e94c81471ab51d05d6fe3c26731,17,95238809.28,0.00138162,13.1,10000,1605535325,2020-11-16 14:02:05,1,16,0,0,240291,0,11,5,1262574,swap,1604277276,2020-11-02 00:34:36,13.450882725201301469,0.000882725201301469,-0.9999343741805400166830955419,1.2569444444444444h,True
2020-11-01,0x576b28fc9fe59191d6edaa84ab3537360d698706,keep.network,K33P,Wrapped Ether,WETH,0x70168e56d9d9ab67b506cb562811a622c79b6d16,keep.network,K33P,99,0xf7465333fb3d77ff6f06cb992ec5a75d872f3201,99,413.2981455,0.001756811,300,500000000,1604239254,2020-11-01 14:00:54,2,96,1,19730,15961,41029,77,19,41029,burn,1604239254,2020-11-01 14:00:54,799.782832766398787433,0.001756811067850610,-0.9999978033898755066917163767,11.396944444444445h,True
2020-11-01,0x5be99c528a850920fabe5646470b76b0617aa0ff,Uniswitch.Cash,UCASH,Wrapped Ether,WETH,0x9a6e7d72438cd8edd21e9f3bb2130bacd37f3589,Uniswitch.Cash,UCASH,2,0x8bfa4865f93906af5dd291c44e51f7b12f9f258f,2,0.0018,0.0018,0.001,0.001,1604297627,2020-11-02 06:13:47,2,0,0,39671,0,0,0,0,79343,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-11-01,0x7a7ff81d076d2886ada2e605761ba9a8042253aa,sMOKE,MOKE,Wrapped Ether,WETH,0x82180930a75f0264b76eaac14b3b8e1522aefdf4,sMOKE,MOKE,3,0x308092d19c2680b590e3fac72184dbb0da4de28c,3,14.98008647,0.002253,0.75,5000,1604311917,2020-11-02 10:11:57,1,1,1,0,818,59027,1,0,59027,burn,1604311917,2020-11-02 10:11:57,0.751,0.002253000000000013,-0.9969999999999999826897470040,16.39638888888889h,True
2020-11-01,0xcb1b0d44bb5d95309eb5896017b22d2c2ad79646,Wrapped Ether,WETH,SWAPBURN,SWAP,0xcf92784471917cdf5aee7a20df3d9103777229a1,SWAPBURN,SWAP,95,0x0b0d380b0b6d56a3ec607ea92b6b36457da58690,95,18.18886964,0.00255048,0.06,6,1604796355,2020-11-08 00:45:55,4,89,2,135513,60411,137731,53,36,534668,burn,1604400039,2020-11-03 10:40:39,0.578972830855888375,0.017369184944107420,-0.9699999999681664358537273286,38.431111111111115h,True
2020-11-01,0x3c74d508f1ab0b6f085643fa16490b6f55687643,Wrapped Ether,WETH,t.me/onedirectionfinance,ODF,0xd8621706c562d5ab32e932ac2b43ceb47da7957c,t.me/onedirectionfinance,ODF,16,0xee27aa162af662809dd389fe4799a6962bcdea10,16,6841232.0,0.002597595,10.5,700000000,1604250268,2020-11-01 17:04:28,1,13,2,0,1727,833,8,5,17017,burn,1604234149,2020-11-01 12:35:49,5.593875840146369179,0.017333748184205316,-0.9969012990850094088446721266,0.24944444444444444h,True
2020-11-01,0x2a72482419bb2be105521d2af86cd9813a42d439,t.me/PowerfulgametokenChat,GAME005,Wrapped Ether,WETH,0x136473ff107f481f8516e2cf7a357d8530751481,t.me/PowerfulgametokenChat,GAME005,10,0xd2d36bce4ac2792ac7eb5382d6672ce8b76fd935,10,5.4355108560000005,0.002655109,1,1600,1604279609,2020-11-02 01:13:29,1,8,1,0,22051,88925,5,3,88925,burn,1604279609,2020-11-02 01:13:29,0.885036305287795699,0.002655108915863410,-0.9969999999999999741219655474,24.70138888888889h,True
2020-11-01,0xc66acc7eb0e1ea949568ba0186632e2261e718c1,bloom.finance,BLM,Wrapped Ether,WETH,0x2152af9c1ed07b2da5e82dcfafaf64f48876f2c0,bloom.finance,BLM,14,0x6fee575c57be6263c25f45b6e4c1c27a15c794a8,14,49371454.84,0.002928066,14.4,10000,1604272182,2020-11-01 23:09:42,1,13,0,0,4077,0,6,7,39898,swap,1604272182,2020-11-01 23:09:42,14.412928066064552516,0.002928066064552516,-0.9997968444683043489353879546,11.082777777777778h,True
