createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2020-09-24,0x7d4ea67b1f55004a446c405642ab49d972ab2358,SOY.Finance,SOY,Wrapped Ether,WETH,0x3f1e6b03b8d455618548986045d55926143e70d6,SOY.Finance,SOY,56,0xe24037043a7a2e695dd774341e429e6fdb2f08e7,56,3000.0,6.55e-15,55.0,1.53e-16,1600941123,2020-09-24 9:52,1,54,1,0,800,2005,34,20,2005,burn,1600941123,2020-09-24 9:52,62.11089421,1.53e-16,-1.0,0.5569444444444445h,fix
2020-09-24,0xa422d306a7aaf5c704d7039526a46fa6d10e0683,Mushie.Finance,MUSH,Wrapped Ether,WETH,0x923d6205575dababad610be6a2a43c542af8e6de,Mushie.Finance,MUSH,56,0xb469e4f60205a5a29de774e993c0de32192b2743,56,18500.0,9.67e-15,80.0,1.04e-16,1600997991,2020-09-25 1:39,1,54,1,0,2941,14398,43,11,14398,burn,1600997991,2020-09-25 1:39,126.0755035,1.04e-16,-1.0,3.9994444444444444h,fix
2020-09-24,0x42fecb96b6e4fc7cc7fcb31974e0270cba92d8c9,Wrapped Ether,WETH,OMENCOIN,OMEN,0xce5d6e8bb22c1494b1d94c7716d32cb293bb67ab,OMENCOIN,OMEN,62,0xc4ce5fdb2778f51b758b26f17e76ecf12eb5ab37,62,2000.0,1.43e-13,0.2,8e-18,1601087374,2020-09-26 2:29,10,47,5,9640,61556,92493,27,20,129597,burn,1601042441,2020-09-25 14:00,2.961870644,0.141715282,-0.952153453,23.517777777777777h,TRUE
2020-09-24,0x2eef98b4ea725b3ce32220fe6b3debaf9bc3ac37,Fruit,FRUIT,Wrapped Ether,WETH,0x7e34d1cfdbb7919600971e7f1b247d6bddbac641,Fruit,FRUIT,73,0x35700c4a7bd65048f01d6675f09d15771c0facd5,68,30000.0,1941.660249,2.5,0.0107,1601447544,2020-09-30 6:32,3,62,2,512,17763,7440,40,22,466195,,0,1970-01-01 0:00,1.0,1.0,,0.0h,FALSE
2020-09-24,0x3cb145e802e273279ee422972b71be4316275dda,teal.digital,TEAT,Wrapped Ether,WETH,0x8b5f266fd46c31fea47e4b9a77df392e9e6fecc2,teal.digital,TEAT,69,0x39f256765f4117eb9b0b88558cb57ab4b937cf7e,69,400000.0,8.63e-15,100.0,1.17e-16,1600980455,2020-09-24 20:47,1,67,1,0,11211,51897,67,0,51897,burn,1600980455,2020-09-24 20:47,736.5275865,1.17e-16,-1.0,14.415833333333333h,fix
2020-09-24,0x71c938f254dba191b0df6ff96bfd0d1b6e57f6f0,GREENDILDO,GDILDO,Wrapped Ether,WETH,0x235b55b197534526ae09fdb83cc3d95259ca9c46,GREENDILDO,GDILDO,80,0x72e63b41e062cb8a21abbcd3b2245dfb1bfb4c5c,80,1e-14,2.0,1.0,5.13e-15,1604750830,2020-11-07 12:07,5,72,3,2067,102251,33498,34,38,3774146,swap,1604750830,2020-11-07 12:07,0.204224883,5.13e-15,-1.0,1048.3738888888888h,fix
2020-09-24,0x1b126b6ff4e6fb6707f6f115ead7aba3fa01866b,Wrapped Ether,WETH,Yearn Donald,yDON,0xc732ea7fffa34e25573a318bd9c2bc986939f972,Yearn Donald,yDON,96,0x5e0d1f43db7425ce78b62902285582c045a5e801,96,4000.0,389905.4801,0.8,0.0241,1604782435,2020-11-07 20:53,17,72,7,1134941,1587501,2076027,30,42,3840232,,0,1970-01-01 0:00,0.0,0.0,,0.0h,FALSE
2020-09-24,0xbb3ff803bad220597cb95c06cf534e352634ac56,TOMATODEFI.FINANCE,TFI,Wrapped Ether,WETH,0x26f02ea7c4b23ab06731a441fbb15318f058ad80,TOMATODEFI.FINANCE,TFI,105,0x1afb0f0e4e3e4295c4d646afa1735014c2f528bf,105,1200.0,98770.8265,30.0,0.371,1603336892,2020-10-22 3:21,1,104,0,0,544623,0,35,69,2412566,,0,1970-01-01 0:00,0.0,0.0,,0.0h,FALSE
2020-09-24,0xf27b77ee45498c84c3f7f68545dff8de8a70d4dc,TORONTO.cityswap.io,TORONTO,Wrapped Ether,WETH,0x601b02791f81c6832d5d087d671efdcd414565c8,TORONTO.cityswap.io,TORONTO,438,0xbb59a84550ffe0f447b4ac6ecaddaa4051316c2a,110,1000.0,72908.75443,1.0,0.017,1630132704,2021-08-28 6:38,11,92,7,1833141,3178757,3761470,56,36,28810424,,0,1970-01-01 0:00,0.0,0.0,,0.0h,FALSE
2020-09-24,0x184c0070d76e502d76e6783cc33cf22788b75726,ZooToken,ZOO,Wrapped Ether,WETH,0x1af39b291fcd158ade7b85d83f1044d02ab8d6c2,ZooToken,ZOO,111,0xfa812f8c0b6ac8f71f213da6641e3ff9cd1b52b8,111,100.0,50.46046015,0.082,1e-18,1622915223,2021-06-05 17:47,6,100,5,86435,3593598,11612753,56,44,21988142,burn,1619864804,2021-05-01 10:26,0.257183394,4.8e-17,-1.0,5260.478611111111h,fix
