createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,current_token,current_Eth,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2020-12-14,0x9671730fc308f896c8fa3e945a3ac0109fee0089,CryptoWars Token,CWT,Wrapped Ether,WETH,0x75abdbc10eeee99cf708d3273e34de3c161428e4,CryptoWars Token,CWT,87,0x065b0e4e7fd3c9c6d9f1c8d3ab5fd83ef847d66b,87,2000.602532,0.11784477,11,350,1627630666,2021-07-30 07:37:46,9,69,9,568428,4853239,948881,22,47,19664139,burn,1608138660,2020-12-16 17:11:00,8.046292695151967124,1.30E-16,-0.9999999999999999838434910430,47.81472222222222h,True
2020-12-14,0xdff5ee7b0234a6e3c4f3cf2975c0d236da21f263,AUSDTESTtoken,AUSDTEST,Wrapped Ether,WETH,0x5b0b96c59c00a04c227d6deb6c778d6bc59b83bf,AUSDTESTtoken,AUSDTEST,10,0xc0f391170c445a077a9494f9c739d28aef91a450,10,14.78664515,0.162214059,0.001,0.124,1608023922,2020-12-15 09:18:42,5,5,0,16528,36349,0,1,4,61834,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-12-14,0xf81f7cca290ad2ed3ce29739629494c66b4cb41d,Ultra RFI,TTOKENNUN,Wrapped Ether,WETH,0x58098020ffb818fea217c85fe5183866998b7815,Ultra RFI,TTOKENNUN,3,0x0c626d209ee582042b9c5bd0238c398d5189cc51,3,3815872.569,0.21,0.2,4000000,1607959687,2020-12-14 15:28:07,1,2,0,0,211,0,2,0,313,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-12-14,0x98e2d88631734d2a85a170938d5a1b07ca7ca11a,Wrapped Ether,WETH,SpaceMine Token V2,MINEV2,0xd7ab48e38ff53d9e64c1f8e0979b31a5ec6e2d99,SpaceMine Token V2,MINEV2,823,0xd926934ba5889e82b1c11037c070b84bd15d8d32,823,6628.88123,0.604991113,110,1100,1634724016,2021-10-20 10:00:16,137,626,60,197470,402479,2392936,118,508,26810594,burn,1634160403,2021-10-13 21:26:43,5.080749027715516353,0.796283054368992238,-0.8432744758646287366501235222,7290.828055555556h,True
2020-12-14,0x3e32c4e1181cadb83c13ae03914d9324393ae815,HiBai,Hi,Wrapped Ether,WETH,0x9f0cda7cfbf1824c56193a4911774e0822893625,HiBai,Hi,24,0x05cab8c37d634c65b985779a81ae2c3c412327e4,24,1966.058036,0.754996078,0.00018,1,1608732568,2020-12-23 14:09:28,7,14,3,123744,388985,359584,12,2,804808,,0,1970-01-01 00:00:00,0,0,,0.0h,False
2020-12-14,0x396a1a0488034b3fcf44318cf6c7235d56b0bb4d,MAXR,MAXR,Wrapped Ether,WETH,0x74ec18bc176f3e9af20e2c918a7324f88e163647,MAXR,MAXR,834,0x0c626d209ee582042b9c5bd0238c398d5189cc51,834,344855.9042,1.356501772,80,4000000,1630311831,2021-08-30 08:23:51,3,828,3,3420,230128,17415819,443,385,22331520,burn,1630311831,2021-08-30 08:23:51,20.711975870862868265,1.356501771801975928,-0.9345064043981302889189585054,6203.2h,True
2020-12-14,0x62d4e9391079c74a9f13ed3f87a3a7a8f3ae96e6,Decentralized Bitcoin,DBTC,Wrapped Ether,WETH,0x0c7e25e15e9f6818fa2770107b3ba565470bc8c5,Decentralized Bitcoin,DBTC,3741,0xc6bb36839636241e032404c143dc656993e26a82,3623,556.3333832000002,1.85919607,1,180,1635174039,2021-10-25 15:00:39,30,3560,31,3544358,2778056,6298971,1697,1863,27197508,burn,1607976900,2020-12-14 20:15:00,1.009371363265986884,7.6E-17,-0.9999999999999999247056110705,0.1025h,True
2020-12-14,0x8fd587b5ea5abd65ad3439d9e58c63222866baa9,Wrapped Ether,WETH,Moss Carbon Credit,MCO2,0xfc98e825a2264d890f9a1e68ed50e1526abccacd,Moss Carbon Credit,MCO2,3321,0x408853127724fbb2686362c516d8ba162063e333,1263,1222.273572,3.386737339,0.5119,15,1635680413,2021-10-31 11:40:13,59,1185,30,9405355,13659861,14364504,627,558,27696861,burn,1611540473,2021-01-25 02:07:53,7.063388055964890280,0.510369599805770071,-0.9277443635034644419420504872,988.0336111111111h,True
2020-12-14,0xf1017aa52746a64ae487a3f2c72ff9e21b81bcb4,hodl.bag,HODLBAG,Wrapped Ether,WETH,0x1c550dc3f881eb40f0978e32d0dae6650148c1b9,hodl.bag,HODLBAG,69,0xbbf2e76d28bcd47451fc8905e7cd362f4d7e9a17,69,30.72029415,3.680312342,100,1000,1610270965,2021-01-10 09:29:25,1,66,2,0,144580,2360169,48,18,2360897,burn,1610269509,2021-01-10 09:05:09,109.533105427483506446,8.762648434230570486,-0.9199999999997088554168573922,655.4002777777778h,True
2020-12-14,0xf2d9b3ffadd33b70e5878b3e32c74c02b19a8cb4,Forge Finance,FRG3,Wrapped Ether,WETH,0x24e963efe7c99390f8c8a950cad4d570acb549c9,Forge Finance,FRG3,1276,0xeff50e8a28284a757d5151d1cc21a1be9d2245b8,1276,70273.64619,23.44130313,42.7273,35122.580951571418981935,1628548883,2021-08-09 22:41:23,5,1266,4,88931,305787,1039408,658,608,20577305,,0,1970-01-01 00:00:00,0,0,,0.0h,False
