createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
2021-05-18,0x5f449daa057662c1392863557878af61f1ac985a,Wrapped Ether,WETH,PaShu Inu,PASHU,0xdba28fd4cb8b17d8dcad69bd3373db56b50fd3fa,PaShu Inu,PASHU,18,0x0ce7cd61878a3c327dddca8f2a1e7ccfd97fe618,18,500000000000000.0,4.69e-09,10.0,1e-18,1621350008,2021-05-18 15:00,1,16,1,0,701,1435,12,4,1435,burn,1621350008,2021-05-18 15:00,15.12892295,1e-18,-1.0,0.39861111111111114h,fix
2021-05-18,0xd7946cd60edee11c7b9f9d427e249bb9119dbdbc,Wrapped Ether,WETH,Neko Inu,NKINU,0xd1971f439dbdcaa43decd887192d91ad0e1f9c35,Neko Inu,NKINU,18,0xba5d52b43bd58b73f7671a85c0a193bf5f9b7030,18,900000000.0,1.91e-07,15.0,5.25e-15,1621375393,2021-05-18 22:03,1,16,1,0,1153,9798,15,1,9798,burn,1621375393,2021-05-18 22:03,19.29895753,5.25e-15,-1.0,2.7216666666666667h,fix
2021-05-18,0x3fd62bd4bc40d0f542acc63003f75f6cfb899e80,Shiba Inu Stonks,SHIB🌕,Wrapped Ether,WETH,0x0452bcfd3bd167633d483cbf0564a3be6049993d,Shiba Inu Stonks,SHIB🌕,18,0x7ea59293e58ecaee6decb288feccb19098b94098,18,1000000000000000.0,0.000238142,15.0,5e-18,1621419126,2021-05-19 10:12,1,16,1,0,877,41128,15,1,41128,burn,1621419126,2021-05-19 10:12,16.27354344,5e-18,-1.0,11.424444444444445h,fix
2021-05-18,0xac7a1037fe561ffbcb5433a889e3d75c7499d0b3,Shoga Inu,SHOGA,Wrapped Ether,WETH,0x3f07ace850d90011ed5e85f136e01fa5e6935ced,Shoga Inu,SHOGA,18,0x198a4952e29a7955c1279a87b66bdacbabef751a,18,10000000000000.0,6.47e-10,19.5,1e-18,1621364682,2021-05-18 19:04,1,16,1,0,764,6240,15,1,6240,burn,1621364682,2021-05-18 19:04,21.58204264,1e-18,-1.0,1.7333333333333334h,fix
2021-05-18,0x879a0844a1b18c791e6e082cf1c194d0b08b230b,CEShu Inu,CESHU,Wrapped Ether,WETH,0x2f05267912017de8cc1d4ce10e26850417738bf3,CEShu Inu,CESHU,19,0x59054b2eec178884510bc0d7dbc91ad19685dc9e,19,500000000000000.0,6e-09,10.0,1e-18,1621356115,2021-05-18 16:41,1,17,1,0,363,844,11,6,844,burn,1621356115,2021-05-18 16:41,11.81175531,1e-18,-1.0,0.23444444444444446h,fix
2021-05-18,0xb923ba73c59a7d339517b31fa2ee74d3aa77288f,Taki Inu,TAKI,Wrapped Ether,WETH,0x181d8a9dfde08c3fb66475b3b38f237ceeab0ef5,Taki Inu,TAKI,19,0x23a93deb73e27c7b83bfa8680a5eb9ca1ccba4c4,19,50000000000000.0,2.12e-09,10.0,1e-18,1621304135,2021-05-18 2:15,1,17,1,0,312,591,11,6,591,burn,1621304135,2021-05-18 2:15,10.55481573,1e-18,-1.0,0.16416666666666666h,fix
2021-05-18,0xd20a2a7c10bf14862ac1de90fee8b0262e142bbe,MegaINU,MINU,Wrapped Ether,WETH,0x2d8d47c3c3ffcf7851778defed5d5ba1134936a2,MegaINU,MINU,20,0x6584f1f42ea4266a4f4b7804c745df652766a177,20,5000000000000.0,9.35e-10,2.4,1e-18,1621370822,2021-05-18 20:47,1,18,1,0,751,2168,16,2,2168,burn,1621370822,2021-05-18 20:47,3.709989462,1e-18,-1.0,0.6022222222222222h,fix
2021-05-18,0x5404cdf4345426332d8f1a51bd3893fee0a09bcf,Horny Inu,Horny,Wrapped Ether,WETH,0x424cc2ca3ced5360e9de4908bd694efe1a95883f,Horny Inu,Horny,20,0x36879490fb62355503796a852ac8677766e93177,20,500000000000.0,0.2,2.5,9.08e-13,1621729224,2021-05-23 0:20,2,16,2,177269,604,178509,12,4,355552,burn,1621375138,2021-05-18 21:58,3.208652586,9.08e-13,-1.0,0.4072222222222222h,fix
2021-05-18,0x4f69a685fb6631699bd56980d2ebd92f61cb4d1a,Felix Inu,FINU,Wrapped Ether,WETH,0x7f9eac6cefecac6f33b118e1d9e421dae490d156,Felix Inu,FINU,20,0x4d054e6b0938654a037e95459dc1f079e31cf2b5,20,200000000000.0,0.1,10.0,2.34e-12,1621378069,2021-05-18 22:47,1,18,1,0,739,18338,11,7,18338,burn,1621378069,2021-05-18 22:47,10.44329208,2.34e-12,-1.0,5.0938888888888885h,fix
2021-05-18,0xbe5b3635a983a4ba208d2fd59f8fda1702f32b23,Wrapped Ether,WETH,WShu Inu,WSHU,0xe2df37a33024cb1c9713218ef3a72f70fa5655a8,WShu Inu,WSHU,20,0xde8e813cb0ed70f5a7198391fe87e463c23947d7,20,500000000000000.0,6.95e-09,10.0,1e-18,1621332437,2021-05-18 10:07,1,18,1,0,642,1759,11,7,1759,burn,1621332437,2021-05-18 10:07,10.2072785,1e-18,-1.0,0.4886111111111111h,fix
2021-05-18,0x4c09412798974db5503fc2401ad5718164e67005,Wrapped Ether,WETH,SShu Inu,SSHU,0xec0c2847d92a64436da8e17bd6959bb2c6146c5b,SShu Inu,SSHU,20,0x18f1914978e9e76487d8ac4913c3747265a233f8,20,500000000000000.0,6.9e-09,10.0,1e-18,1621337664,2021-05-18 11:34,1,18,1,0,466,1290,12,6,1290,burn,1621337664,2021-05-18 11:34,10.26494534,1e-18,-1.0,0.35833333333333334h,fix
2021-05-18,0x043885c9018ff226d4702f449cb6fd26c7090dee,Wrapped Ether,WETH,Hash Token,HASH,0xf7abf6175646cb00e6120d7d97c9671db48ad572,Hash Token,HASH,21,0xabbbc3a3b33df49ac77db7cbd9179442af301cb4,21,10000000000000.0,1.26e-09,2.8,1e-18,1621330528,2021-05-18 9:35,1,19,1,0,987,15077,17,2,15077,burn,1621330528,2021-05-18 9:35,4.206234481,0.000795208,-0.999810945,4.188055555555556h,fix
2021-05-18,0xa4ebc4c8f191449ebbe0d68f7cbc59582d9c11c0,Wrapped Ether,WETH,Tiger Coin,TIGER,0xe82887d883cbc2a5de91ccd00e880651e476a74f,Tiger Coin,TIGER,21,0xe85740d4b34f727e8cbc9d676d253a4fd736a239,21,1000000000000.0,2.16e-10,3.0,1e-18,1621315890,2021-05-18 5:31,1,19,1,0,1646,11123,17,2,11123,burn,1621315890,2021-05-18 5:31,8.033881565,1e-18,-1.0,3.089722222222222h,fix
2021-05-18,0x31a60bcf4d470f274a947aebe73d962a9ef49c17,Lion Coin,LION,Wrapped Ether,WETH,0x89549052189583dac173babd41040cbd0076df15,Lion Coin,LION,22,0xe85740d4b34f727e8cbc9d676d253a4fd736a239,22,1000000000000.0,2.83e-10,2.0,1e-18,1621304592,2021-05-18 2:23,1,20,1,0,288,1660,18,2,1660,burn,1621304592,2021-05-18 2:23,5.0181032,1e-18,-1.0,0.46111111111111114h,fix
2021-05-18,0xf25f5e9e88f9853128cc2c6163c874136e76c934,Raiku Inu,RAIKU,Wrapped Ether,WETH,0xb3080535a46d988a9ec1196d4f6c2b06f2922416,Raiku Inu,RAIKU,22,0xf11e77f73411addcb65d8c8f5b79fc543edce803,22,50000000000000.0,1.75e-09,12.0,1e-18,1621307795,2021-05-18 3:16,1,19,2,0,203,380,15,4,424,burn,1621307795,2021-05-18 3:16,7.20433193,1e-18,-1.0,0.11777777777777777h,fix
