createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.txCount,token00_creator_address,txCount,current_token,current_Eth
2021-10-28,0xfc45891fecc88bafa68f159985aa351dbb8948fb,Hikaru Inu,HIKARUINU,Wrapped Ether,WETH,0x7a996a81778c333ee8fed69e045ae15267d85e71,Hikaru Inu,HIKARUINU,40,0x576795e76f36ccb15ae5b6205b685d2c9d2fc805,40,0.011514107,1.00E-18
2021-10-28,0x7b77cb5ca557fa4696c67bb1a6a8816739b1a3bd,Wrapped Ether,WETH,Anime inu,ANIME,0xd7a7749189fb34ed463d7b21d4ed7b818a9b5775,Anime inu,ANIME,25,0x47ac601ad531d0a4e2e033fd75ad3fd96b0974c1,25,1.49E-06,7.06E-16
2021-10-27,0xaef507377ef38320de61f1a880f53746a22a3312,Wrapped Ether,WETH,StarLWars,STARLW,0xc12dbb1e0771eda6984f742d4343e1e49c33a351,StarLWars,STARLW,114,0x046493b31dab6bae6feb20546722939abf525f09,114,2.37679E+15,0.010008003
2021-10-26,0x146f827bad3280d93173bb9452f34acf6133b945,Ethereum Banana,EBAN 🍌,Wrapped Ether,WETH,0x346b17d2fff8e78dd01f8beb222bced3e218241a,Ethereum Banana,EBAN 🍌,19,0x6ed7d59a313b673bd3878e742e707067e4654e21,19,3.99E-12,1.00E-18
2021-10-26,0x4c634e3c09d7eca5c8fea448df4489adc52d02a6,PlanetX,Planet❌,Wrapped Ether,WETH,0x3b12b9e942728b74844ed2193b9ec7e5a87d0a22,PlanetX,Planet❌,61,0x9ccc7f44aba1e8e4fd576d9f807b4c722eb85005,61,1E+15,8.06E-07
2021-10-25,0x3030b05d27b429e95407d2e7604208825eddbf20,Naughtius Maximus,@NauMaximus,Wrapped Ether,WETH,0x56042525451f5518847279150226647798e008d5,Naughtius Maximus,@NauMaximus,14,0xfa4dfcd501554514342921cd689706f92e241602,14,9.3E+14,3.24E-07
2021-10-25,0x8aeca3113597b4fdc1ad8001f4c2efa3299ad36c,Mini Nausicaa,@MiniNAUS,Wrapped Ether,WETH,0x4a5e34da2d595711838704dab5df0ded4f0ecd81,Mini Nausicaa,@MiniNAUS,41,0xf4b4e5fcdaaa62fa7ee97aaa1c1812fc805a5b79,41,6.95688E+14,5.87E-07
2021-10-25,0x932d70f6377ef9185bbc7229784ff894b3c6a645,Kawai Doge,KAWDOGE,Wrapped Ether,WETH,0x034e2f116810521749930edb4bfdf0441878b41a,Kawai Doge,KAWDOGE,84,0x36d0785b2ed8cdf45c40fd93b7027374b872d1a1,84,3.1771E+15,0.000192374
2021-10-25,0x85e54da30abd10990216219966d35163177ca60b,Wrapped Ether,WETH,Inaru Inu,INARI,0xd618ab3100c514479e72b9f77b0a6cbf14c0c9b8,Inaru Inu,INARI,39,0x30d8f859f57f7264098a560dbbd4eb4124cd1369,39,1.01014E+12,0.001682098
2021-10-24,0x18651619bf89c38fc61aa9501d1d5d97eaa357da,Gilgamesh,Gilgamesh,Wrapped Ether,WETH,0x7598f8c11af4267e5409c75be95d1206b198fd21,Gilgamesh,Gilgamesh,251,0x8cdc9087389f9ebff59662dc3273b29ea57281d2,251,3.94337E+12,1.00E-18
2021-10-24,0x7abe6ab00e4fc6bc90e9b3c251af3d65e23bcb5d,HYOGO INU, OINU ,Wrapped Ether,WETH,0xa38a4ecb19982ad05c00f0a2419ccdd228e2e5b4,HYOGO INU, OINU ,41,0xd967d82a4f2c57b54d38bad953b50162f6c4996e,41,1.10E-05,9.30E-17
2021-10-24,0x499ad9ba5e358ed400dee3de165ea48f60cd395e,Little Tsuki Inu,liltsuki,Wrapped Ether,WETH,0x87cb01d5af9b4298d3e9fa5fbe52d0c631a876ef,Little Tsuki Inu,liltsuki,67,0xf496fa91e102034c72b930acb555383602be526c,67,1.08E-06,9.69E-16
2021-10-24,0x85dadd00356da6f26e6307753fb48de6887568f5,MiniGogeta,MiniGogeta,Wrapped Ether,WETH,0x1303de750b9db1d60e0445d20b067d36a8ec9c2d,MiniGogeta,MiniGogeta,23,0xca3a7b98f18faec74a24aa1c43f37a87182eda68,23,9.40008E+11,3.74E-05
2021-10-24,0x6a1886365c534373d8ecc41b6c8362e51d9e5835,Book-Keeper Akita,BOOKIE,Wrapped Ether,WETH,0x38b7dfe02540ae407e6c071960f34f7797bf8ca8,Book-Keeper Akita,BOOKIE,66,0x31cae79bccd10d8d524eba0c4ad0b8f7cd51d12d,66,1E+12,5.02E-05
2021-10-24,0x9b74c91b1af0efa8cd111c94c7df75bc78a92232,@DogelonMini,MiniElon,Wrapped Ether,WETH,0x3717ce34452245c20abca434cccc8675e27ac4b4,@DogelonMini,MiniElon,48,0xd5bd76bf81aec8986e31ec24432a58501b53ac91,48,2.39393E+14,0.000127797
2021-10-23,0x108166c5258e18e512a02fac0a2f29b732eaca76,MiniLuffy,MiniLuffy,Wrapped Ether,WETH,0x9dd5ab97861b5f1ec4b276f78e43397632355cb2,MiniLuffy,MiniLuffy,31,0x87447753619edbfecc38da4f9c5381a524ce5a10,31,389800.4431,1.00E-18
2021-10-23,0xb4aa2fd324924fb5a71abca18ff010b5656f95d5,Discord Inu,DISCORDINU,Wrapped Ether,WETH,0x09c8c296a1dd8e9ba8d9c6414ab2cb8f05b92f3b,Discord Inu,DISCORDINU,18,0xcf2473dbcf4ebc3b55a618490c9351936d645e7f,18,2.65E-08,1.00E-18
2021-10-23,0x4e6fb4ca7b22f196570ca19e6e6ca840defba06e,ArtFightDuel,AFD,Wrapped Ether,WETH,0x66850a3a3764b128bb8c4be5f8cbf5af61005892,ArtFightDuel,AFD,33,0x9f58f5a3e4064660be75fde6c5cf9efb8a4d3c85,33,2.50001E+13,4.19E-05
2021-10-23,0x56c4069d13ace7be30cec709b183694a02b96127,Wrapped Ether,WETH,Ken Kaneki Coin 金木 研,KENKANEKI,0xf84de82797f0394e00bc83bf91e61b08ded4b3c0,Ken Kaneki Coin 金木 研,KENKANEKI,41,0xff6455c704b4090565b98acef09ccdcc8d689c14,41,3.67388E+14,0.001094328
2021-10-23,0xffb0cec4d9073e554fcef3a475a553ccbd20421f,Wrapped Ether,WETH,SpookyToken,SPOOKY👻,0xec02a275d86f6838a0615d7145128449372d9102,SpookyToken,SPOOKY👻,61,0xf9a864fdabd0a30dfbc55483f91915158d6085d6,61,1.00013E+14,0.002337288
2021-10-23,0xb3c39d4477a9630ea21a3b8bb584597627419675,Wrapped Ether,WETH,Bishu Inu,BISHU,0xd0eb1fdf27dcf6e1cee993c1692c7403c5aa926f,Bishu Inu,BISHU,140,0x55e3bf8b333b9a82f8080838e0c91628e1cd65d1,140,2.00088E+13,0.010132877
2021-10-22,0x631ee112a20cdced21bb721b309d5053d5f23ce0,The Lonely Cyborg,CYBORG,Wrapped Ether,WETH,0x263f8a5bea7b16955b74961602a37ac4bafe7f8e,The Lonely Cyborg,CYBORG,37,0x96c7284cd8b3d2e50f0e6533b1d961bd78537d92,37,4.20008E+12,0.000288208
2021-10-22,0xad24a900cc87ef7effe06450e80225d3ffa20368,Naruto Inu,NarutoInu,Wrapped Ether,WETH,0xae27d5875c28fd5a39a9c1419c9c716ca7caca6f,Naruto Inu,NarutoInu,175,0xdccf850cb76acaf140044591d6d720ed7222a3c0,175,1.10E-08,0.001
2021-10-21,0x7e8dea8064cc16b7b2c5febafd5a5e655c3a379e,Traceability,TCTY,Wrapped Ether,WETH,0x9895da944cb7e0b761f8630a094fc48a0414dab7,Traceability,TCTY,7,0xced144dce90a7be000262d04bda3bcbc0df62291,7,87999965170,2.20E-07
2021-10-20,0x9bc39aa1e76bfe8fe4ac3c852018013aa36b4a43,Wrapped Ether,WETH,BabyGokuInu,BabyGoku,0xe8fb7707e7f8e279134d4d6b4d15b188f3aa59c6,BabyGokuInu,BabyGoku,26,0x3de4cca5f8a58fb61dcd0883fcfce4a70b3fc768,26,2.20E-05,5.00E-17
2021-10-20,0x3f96323bde71cd2d7c78ccb48bbefe5828157685,KeepETH.me,KeepETH,Wrapped Ether,WETH,0x27691c21c19fe10c6011620a269064b1b0e02a35,KeepETH.me,KeepETH,22,0xded8c1739136183b9ab191be0000421a46db1ee7,22,2.31372E+15,0.000151981
2021-10-20,0xb2bf9493b004c9a3d5efa79f44502351f15e3a78,Kiba Finance,KIBA💎,Wrapped Ether,WETH,0xaaa620736a5cd38feff88658feb2601f95fe7de7,Kiba Finance,KIBA💎,42,0x8bfe7e563df8d096a23b7bacea06599d75a83fa8,42,1.00019E+11,0.001121425
2021-10-20,0xb9f6d020d78c5dee74a6487279432f9e45164a2f,DeatBoat.io,DBOAT,Wrapped Ether,WETH,0x6af8f542b001992ededbd714ee4d2cdbc75aadde,DeatBoat.io,DBOAT,54,0x9bdfbfecffa4942f68102d5d3ab3530ae8f565d2,54,6183483.203,1.953340434
2021-10-19,0xae24e514d4cc1f62fc7ccac29d62b3858a6ffac7,Lucario Inu,LUCARIO,Wrapped Ether,WETH,0x7bfa42a5b4c7b248eb7576724029ab3be3d62021,Lucario Inu,LUCARIO,7,0xa9ed5a989c7d383c0845df3b30d4f10b9d5b43bc,7,2.49E-08,1.00E-18
2021-10-19,0x567c2ab12a5e4c93c1bb94f43915098144c7d776,Devilo Token,DVT,Wrapped Ether,WETH,0x33b72d23920c5cbbebe106121099a570b175cd0e,Devilo Token,DVT,54,0xa897d55f25798d025a86f617e6c4473d5ef35133,54,1E+13,4.94E-05
2021-10-18,0x388155586c6e4ce61eb09c872a507e3d22c72978,Floki Alien,FAShards,Wrapped Ether,WETH,0x93e31f508cd7d95ca25438a2ef64ea740f037d5e,Floki Alien,FAShards,59,0x0aca1adb45a7339a667f21e46d23dc60d2d0cedc,59,0.037215284,1.00E-18
2021-10-18,0x3566c4fb6f96f1cfc781d6b4404b22ce321c9486,Wrapped Ether,WETH,Count Shibula,COUNT-SHIBULA,0xf506058b2e40fb8bbdf16eb193290dbcc6d7c4eb,Count Shibula,COUNT-SHIBULA,38,0x1408c21f8b46deb741159143f8ec348692c7ccfe,38,1E+15,6.73E-08
2021-10-18,0x94ac00a2413a6e808ab23a5289d90ad6c4823d07,Wrapped Ether,WETH,Tinker Core,TCORE,0xf7fbbdfaa7a8b64cc0a38eb4713fc37460fcbd52,Tinker Core,TCORE,44,0x24a8f4ff05f337671ed43dc151cc25938bf175ee,44,1.20003E+12,0.000414667
2021-10-18,0x1f914eb4fd86ee17c6efbded6f1e16dc6fafd9f1,Wrapped Ether,WETH,Baby Gatsby Inu,$BGATSBY,0xd0f1ccae3532ce37de304c9d72cfb69d472165cb,Baby Gatsby Inu,$BGATSBY,87,0x2cf8934b1d3337e51d7d202272f2b740615254dc,87,1.00E-09,0.05
2021-10-18,0xdd0e5656f63ae8c05f3b5a8e7c5f56118a5f47b6,Prontotoken,Pronto,Wrapped Ether,WETH,0x611bc3be2e96913f2af7ea97b2746ba673f44d14,Prontotoken,Pronto,9,0xa9144ca5e3c0f0e93d28f4590b8510afc94326a4,9,157593043,0.261808249
2021-10-17,0xedf9cb9a3bf095e60722c6ec459a4b31af87ef40,Wrapped Ether,WETH,KishuGold,KishuGold,0xd58335762b19b3d8884a5315e0ee84f466ae3f71,KishuGold,KishuGold,58,0x54bcb90ecb1cfa75a0b6006c936df5f5d84cfecc,58,1E+15,1.01E-07
2021-10-17,0xb9b8858e47674e04e0dc14d47fe068c57fd8c0ed,Wrapped Ether,WETH,BunnyRocket,@BunnyRocketERC,0xd4e8893237771b58b928bf602d5f5aafb67e9377,BunnyRocket,@BunnyRocketERC,16,0xd6de988168091b411e15f30127ccea7d4d4d1901,16,9.80006E+14,2.87E-05
2021-10-17,0x22e08ffb387cbd2cb651dccbfb7a84072e4813ff,The Reserve,$TRV,Wrapped Ether,WETH,0x34e327e73c94e4c3881814b454ed2e06fc9d8362,The Reserve,$TRV,15,0x4c1c157263ef39b7a337142711228066b513e1a6,15,5.01736E+15,0.002001084
